,Hour,TARGET,DHI,DNI,WS,RH,T
80,16,11.35419546,33,620,1.1,33.87,11.2
81,16,3.753453044,21,352,1.1,33.87,11.2
82,17,0.0,0,0,1.2,36.92,7.6
83,17,0.0,0,0,1.2,37.94,7.2
84,18,0.0,0,0,1.2,36.19,6.9
85,18,0.0,0,0,1.4,37.2,6.5
86,19,0.0,0,0,1.6,35.73,6.1
87,19,0.0,0,0,1.7,36.73,5.7
88,20,0.0,0,0,1.8,36.16,5.3
89,20,0.0,0,0,1.9,36.92,5.0
90,21,0.0,0,0,1.9,36.86,4.8
91,21,0.0,0,0,1.9,37.12,4.7
92,22,0.0,0,0,1.9,37.74,4.5
93,22,0.0,0,0,1.9,38.0,4.4
94,23,0.0,0,0,1.8,38.72,4.3
95,23,0.0,0,0,1.8,38.72,4.3
96,0,0.0,0,0,1.8,39.31,4.2
97,0,0.0,0,0,1.8,39.31,4.2
98,1,0.0,0,0,1.9,39.4,4.2
99,1,0.0,0,0,1.9,39.4,4.2
100,2,0.0,0,0,1.9,39.16,4.3
101,2,0.0,0,0,2.0,39.43,4.2
102,3,0.0,0,0,2.0,40.38,4.1
103,3,0.0,0,0,2.0,40.66,4.0
104,4,0.0,0,0,2.0,41.98,3.9
105,4,0.0,0,0,2.1,41.98,3.9
106,5,0.0,0,0,2.1,42.97,3.8
107,5,0.0,0,0,2.2,42.92,3.8
108,6,0.0,0,0,2.2,43.04,3.8
109,6,0.0,0,0,2.3,40.41,4.7
110,7,2.252210443,20,66,2.3,39.47,5.6
111,7,9.00857444,47,341,2.7,32.81,8.3
112,8,20.08101793,33,801,3.1,29.58,11.0
113,8,28.33797868,37,877,3.3,25.77,13.1
114,9,33.68579704,63,800,3.5,22.9,15.1
115,9,42.69280658,43,962,3.2,20.29,17.0
116,10,47.47716256,52,954,2.9,16.98,18.9
117,10,52.4494904,47,1000,2.6,15.96,19.9
118,11,55.07599033,53,995,2.4,13.76,21.0
119,11,56.85843848,50,1012,2.4,13.43,21.4
120,12,56.85812597,51,1011,2.4,12.48,21.9
121,12,55.35686048,51,1006,2.5,12.4,22.0
122,13,52.44827967,51,995,2.7,12.24,22.0
123,13,48.13247979,52,974,2.6,12.46,21.7
124,14,42.59691596,53,943,2.6,12.89,21.4
125,14,35.74802507,49,904,2.1,13.7,20.4
126,15,28.05453278,46,847,1.7,18.86,19.4
127,15,19.70441558,40,764,1.4,22.2,16.8
128,16,11.25998784,33,627,1.1,31.3,14.2
129,16,3.659496047,21,352,1.1,31.3,14.2
130,17,0.0,0,0,0.9,31.86,10.9
131,17,0.0,0,0,0.6,33.6,10.1
132,18,0.0,0,0,0.4,35.0,9.2
133,18,0.0,0,0,0.3,36.69,8.5
134,19,0.0,0,0,0.2,37.9,7.7
135,19,0.0,0,0,0.3,38.69,7.4
136,20,0.0,0,0,0.3,37.55,7.2
137,20,0.0,0,0,0.4,38.07,7.0
138,21,0.0,0,0,0.5,37.05,6.9
139,21,0.0,0,0,0.6,37.56,6.7
140,22,0.0,0,0,0.7,37.01,6.5
141,22,0.0,0,0,0.9,37.26,6.4
142,23,0.0,0,0,1.0,36.87,6.2
143,23,0.0,0,0,1.2,37.34,6.0
144,0,0.0,0,0,1.4,37.21,5.8
145,0,0.0,0,0,1.5,37.73,5.6
146,1,0.0,0,0,1.5,37.75,5.4
147,1,0.0,0,0,1.6,38.28,5.2
148,2,0.0,0,0,1.7,37.98,5.1
149,2,0.0,0,0,1.7,38.52,4.9
150,3,0.0,0,0,1.8,38.45,4.7
151,3,0.0,0,0,1.8,38.99,4.5
152,4,0.0,0,0,1.9,39.01,4.3
153,4,0.0,0,0,1.9,39.56,4.1
154,5,0.0,0,0,1.9,39.3,4.0
155,5,0.0,0,0,1.9,40.14,3.7
156,6,0.0,0,0,1.9,40.12,3.5
157,6,0.0,0,0,1.9,38.47,4.1
158,7,3.284506051,20,280,1.8,38.51,4.7
159,7,10.60398269,35,558,2.0,32.63,7.1
160,8,17.73539701,48,636,2.2,30.53,9.5
161,8,19.51789147,105,345,2.1,26.72,11.5
162,9,25.89814282,134,388,1.9,21.13,13.6
163,9,30.21393538,167,365,1.6,18.94,15.3
164,10,36.87528471,169,476,1.2,15.9,17.1
165,10,47.8529495,100,806,1.1,15.02,18.0
166,11,51.69938304,92,861,1.0,13.93,19.0
167,11,55.73369282,62,976,1.0,13.48,19.5
168,12,56.1086955,56,994,0.9,12.92,20.0
169,12,54.60739947,57,987,1.1,12.84,20.1
170,13,51.04191179,62,951,1.3,12.65,20.2
171,13,45.31861157,70,878,1.5,12.88,19.9
172,14,39.21996295,75,812,1.7,13.27,19.6
173,14,28.89920596,107,553,1.8,14.03,18.7
174,15,22.89442781,75,572,1.9,17.3,17.7
175,15,15.76377505,60,494,1.8,20.01,15.4
176,16,8.82043045,40,394,1.7,30.31,13.1
177,16,2.627362262,19,187,1.7,30.31,13.1
178,17,0.0,0,0,1.7,35.39,10.0
179,17,0.0,0,0,1.7,38.41,8.8
180,18,0.0,0,0,1.7,42.56,7.6
181,18,0.0,0,0,2.1,45.94,6.5
182,19,0.0,0,0,2.4,49.07,5.3
183,19,0.0,0,0,2.5,52.98,4.2
184,20,0.0,0,0,2.5,57.74,3.1
185,20,0.0,0,0,2.3,62.06,2.1
186,21,0.0,0,0,2.1,67.91,1.1
187,21,0.0,0,0,1.9,70.91,0.5
188,22,0.0,0,0,1.7,72.0,-0.1
189,22,0.0,0,0,1.7,73.59,-0.4
190,23,0.0,0,0,1.8,70.94,-0.7
191,23,0.0,0,0,2.0,73.58,-1.2
192,0,0.0,0,0,2.2,71.21,-1.7
193,0,0.0,0,0,2.7,74.98,-2.4
194,1,0.0,0,0,3.3,72.02,-3.1
195,1,0.0,0,0,3.7,76.45,-3.9
196,2,0.0,0,0,4.1,71.46,-4.7
197,2,0.0,0,0,4.2,76.5,-5.6
198,3,0.0,0,0,4.2,70.36,-6.4
199,3,0.0,0,0,3.9,73.2,-6.9
200,4,0.0,0,0,3.6,69.65,-7.5
201,4,0.0,0,0,3.3,70.19,-7.6
202,5,0.0,0,0,3.0,68.96,-7.7
203,5,0.0,0,0,2.8,68.43,-7.6
204,6,0.0,0,0,2.7,68.21,-7.5
205,6,0.0,0,0,2.7,67.16,-7.3
206,7,1.313974248,13,11,2.7,67.2,-7.2
207,7,4.223451524,41,26,2.7,63.2,-6.4
208,8,8.071423045,72,63,2.8,60.53,-5.7
209,8,10.69921065,105,29,2.7,56.18,-4.7
210,9,14.64084811,143,37,2.7,50.12,-3.6
211,9,18.30085902,173,52,2.8,46.53,-2.6
212,10,23.46235614,207,91,2.8,39.75,-1.5
213,10,30.68842457,234,185,2.8,36.9,-0.5
214,11,38.2897657,226,345,2.9,32.13,0.4
215,11,47.39265729,161,635,2.9,30.77,1.0
216,12,46.45388251,160,620,3.0,28.47,1.6
217,12,41.85527938,196,474,3.0,27.83,1.9
218,13,40.91673026,167,535,3.0,27.05,2.1
219,13,43.73210161,107,770,3.0,27.05,2.1
220,14,43.45056448,63,957,2.9,26.63,2.1
221,14,36.8815268,55,939,2.7,27.43,1.7
222,15,28.99857984,49,890,2.4,27.92,1.3
223,15,20.45879233,42,818,1.9,30.22,0.2
224,16,11.54341579,31,688,1.4,34.61,-1.0
225,16,3.566258537,20,390,1.4,34.61,-1.0
226,17,0.0,0,0,1.0,45.67,-4.2
227,17,0.0,0,0,1.2,46.72,-4.5
228,18,0.0,0,0,1.5,46.71,-4.8
229,18,0.0,0,0,1.7,46.36,-4.7
230,19,0.0,0,0,1.8,45.87,-4.6
231,19,0.0,0,0,1.9,45.18,-4.4
232,20,0.0,0,0,1.9,44.76,-4.3
233,20,0.0,0,0,1.7,44.42,-4.2
234,21,0.0,0,0,1.6,44.01,-4.2
235,21,0.0,0,0,1.4,43.68,-4.1
236,22,0.0,0,0,1.3,42.31,-4.1
237,22,0.0,0,0,1.2,41.68,-3.9
238,23,0.0,0,0,1.1,38.94,-3.7
239,23,0.0,0,0,1.1,38.37,-3.5
240,0,0.0,0,0,1.1,35.84,-3.4
241,0,0.0,0,0,1.1,35.53,-3.3
242,1,0.0,0,0,1.2,32.8,-3.3
243,1,0.0,0,0,1.3,32.56,-3.2
244,2,0.0,0,0,1.4,29.91,-3.2
245,2,0.0,0,0,1.5,29.88,-3.2
246,3,0.0,0,0,1.6,28.03,-3.2
247,3,0.0,0,0,1.7,28.03,-3.2
248,4,0.0,0,0,1.7,27.08,-3.2
249,4,0.0,0,0,1.8,27.05,-3.2
250,5,0.0,0,0,1.8,26.38,-3.1
251,5,0.0,0,0,1.8,26.38,-3.1
252,6,0.0,0,0,1.9,25.52,-3.0
253,6,0.0,0,0,2.0,23.67,-2.0
254,7,3.378564432,18,389,2.1,23.09,-1.1
255,7,11.54311133,27,729,2.6,19.27,1.4
256,8,19.70718792,33,826,3.1,16.44,4.0
257,8,26.27573075,51,790,3.1,14.5,5.8
258,9,32.6562977,62,799,3.2,13.55,7.7
259,9,40.81960942,56,913,3.1,12.08,9.4
260,10,47.01205105,51,970,3.0,10.75,11.1
261,10,51.42162847,52,993,2.8,9.86,12.4
262,11,54.61130117,51,1012,2.7,8.28,13.6
263,11,56.48760565,48,1031,2.6,7.96,14.2
264,12,56.11190266,48,1025,2.5,8.07,14.8
265,12,54.32890386,47,1015,2.4,7.92,15.1
266,13,51.32615731,46,1004,2.2,8.77,15.3
267,13,46.82231957,47,978,2.0,8.88,15.1
268,14,38.09604094,74,801,1.7,12.66,14.8
269,14,31.71587643,59,782,1.3,13.77,13.5
270,15,25.42939282,49,768,0.8,24.32,12.1
271,15,18.48595942,37,750,0.8,27.57,10.2
272,16,10.4161642,30,624,0.7,24.03,8.3
273,16,2.90901883,18,306,0.7,24.03,8.3
274,17,0.0,0,0,0.6,21.47,6.0
275,17,0.0,0,0,0.9,22.23,5.5
276,18,0.0,0,0,1.2,22.22,4.9
277,18,0.0,0,0,1.5,23.49,4.1
278,19,0.0,0,0,1.8,25.16,3.2
279,19,0.0,0,0,2.0,25.88,2.8
280,20,0.0,0,0,2.2,26.12,2.4
281,20,0.0,0,0,2.3,25.93,2.5
282,21,0.0,0,0,2.5,25.0,2.6
283,21,0.0,0,0,2.6,24.3,3.0
284,22,0.0,0,0,2.8,23.31,3.3
285,22,0.0,0,0,2.8,22.8,3.6
286,23,0.0,0,0,2.8,22.44,4.0
287,23,0.0,0,0,2.9,22.44,4.0
288,0,0.0,0,0,2.9,22.82,4.1
289,0,0.0,0,0,2.8,23.14,3.9
290,1,0.0,0,0,2.8,24.21,3.8
291,1,0.0,0,0,2.8,24.38,3.7
292,2,0.0,0,0,2.9,25.21,3.6
293,2,0.0,0,0,2.9,25.39,3.5
294,3,0.0,0,0,2.9,26.23,3.5
295,3,0.0,0,0,2.7,26.98,3.1
296,4,0.0,0,0,2.5,28.08,2.8
297,4,0.0,0,0,2.3,28.93,2.4
298,5,0.0,0,0,2.0,30.56,1.9
299,5,0.0,0,0,1.8,31.0,1.7
300,6,0.0,0,0,1.6,32.67,1.4
301,6,0.0,0,0,1.5,32.24,1.6
302,7,0.281537754,3,0,1.4,34.48,1.9
303,7,0.750751666,8,0,1.4,30.14,3.8
304,8,1.032261985,11,0,1.4,32.7,5.7
305,8,1.126085419,12,0,2.0,29.5,7.2
306,9,1.782937227,19,0,2.7,25.31,8.8
307,9,11.63589627,117,16,3.0,23.82,9.7
308,10,26.74349991,198,190,3.4,24.67,10.7
309,10,30.68441118,229,197,3.4,23.55,11.4
310,11,35.75128659,236,279,3.4,23.76,12.1
311,11,39.87991259,219,387,3.3,23.29,12.4
312,12,44.38385048,172,565,3.2,23.48,12.7
313,12,50.10771693,91,852,3.1,23.33,12.8
314,13,50.10766186,60,956,3.0,23.74,12.9
315,13,45.7914225,58,937,3.0,24.21,12.6
316,14,40.25529719,55,910,3.0,25.37,12.3
317,14,33.59329397,51,870,3.0,26.77,11.5
318,15,26.18047886,47,813,3.0,29.71,10.7
319,15,18.01701026,40,725,2.6,33.29,9.0
320,16,9.853247417999999,31,580,2.1,42.55,7.2
321,16,2.721373096,18,269,2.1,42.55,7.2
322,17,0.0,0,0,1.6,56.08,3.3
323,17,0.0,0,0,1.5,57.76,2.9
324,18,0.0,0,0,1.4,60.94,2.5
325,18,0.0,0,0,1.3,62.33,2.2
326,19,0.0,0,0,1.2,64.64,1.9
327,19,0.0,0,0,1.1,65.65,1.7
328,20,0.0,0,0,1.1,66.74,1.5
329,20,0.0,0,0,1.1,67.22,1.4
330,21,0.0,0,0,1.1,67.89,1.2
331,21,0.0,0,0,1.1,69.87,0.8
332,22,0.0,0,0,1.1,70.81,0.5
333,22,0.0,0,0,1.1,71.84,0.3
334,23,0.0,0,0,1.0,72.44,0.1
335,23,0.0,0,0,0.9,73.49,-0.1
0,0,0.0,0,0,2.5,63.68,0.0
1,0,0.0,0,0,2.4,63.68,0.0
2,1,0.0,0,0,2.3,62.2,0.0
3,1,0.0,0,0,2.1,62.2,0.0
4,2,0.0,0,0,2.0,60.18,-0.1
5,2,0.0,0,0,1.8,60.62,-0.2
6,3,0.0,0,0,1.7,58.29,-0.2
7,3,0.0,0,0,1.6,58.29,-0.2
8,4,0.0,0,0,1.6,57.25,-0.3
9,4,0.0,0,0,1.6,57.25,-0.3
10,5,0.0,0,0,1.6,57.11,-0.4
11,5,0.0,0,0,1.6,55.48,0.0
12,6,0.0,0,0,1.5,55.48,0.5
13,6,2.533806366,18,207,2.0,46.08,3.1
14,7,10.22876661,41,480,2.4,43.06,5.8
15,7,20.92625971,45,750,2.3,37.29,7.9
16,8,30.4971747,53,825,2.1,32.5,10.1
17,8,35.09467024,107,643,1.9,29.62,11.5
18,9,39.59818971,168,515,1.6,27.11,12.9
19,9,44.38336264,220,449,1.3,25.74,13.7
20,10,48.79311973,264,411,1.1,24.86,14.5
21,10,54.51656847,278,451,0.8,23.89,15.1
22,11,56.29894907,316,401,0.5,23.11,15.8
23,11,60.89636189,310,463,0.6,22.36,16.3
24,12,61.92816326,319,459,0.6,21.8,16.8
25,12,66.80720502,271,596,0.8,21.53,17.0
26,13,60.33271232,309,460,1.0,21.19,17.3
27,13,58.17455758,285,481,1.2,21.06,17.4
28,14,52.07561202,283,415,1.3,21.15,17.4
29,14,43.81867438,269,328,1.5,21.39,17.2
30,15,42.50519261,202,464,1.6,21.96,16.9
31,15,31.80876637,200,296,1.6,22.95,16.2
32,16,27.77420926,145,389,1.6,25.82,15.6
33,16,21.2059841,99,422,1.6,25.82,15.6
34,17,12.76167022,70,321,1.2,38.76,11.7
35,17,5.817884191,38,214,1.4,41.41,10.7
36,18,0.844541787,8,41,1.6,39.68,9.6
37,18,0.0,0,0,1.8,41.59,8.9
38,19,0.0,0,0,2.0,42.89,8.3
39,19,0.0,0,0,2.2,45.29,7.5
40,20,0.0,0,0,2.3,47.68,6.7
41,20,0.0,0,0,2.4,49.34,6.2
42,21,0.0,0,0,2.5,50.67,5.7
43,21,0.0,0,0,2.7,51.37,5.5
44,22,0.0,0,0,2.8,51.22,5.4
45,22,0.0,0,0,3.1,51.51,5.3
46,23,0.0,0,0,3.3,51.64,5.3
47,23,0.0,0,0,3.4,51.64,5.3
48,0,0.0,0,0,3.6,53.98,5.3
49,0,0.0,0,0,3.6,54.29,5.2
50,1,0.0,0,0,3.6,58.78,5.1
51,1,0.0,0,0,3.4,60.44,4.7
52,2,0.0,0,0,3.1,65.7,4.3
53,2,0.0,0,0,2.8,67.56,3.9
54,3,0.0,0,0,2.5,71.39,3.4
55,3,0.0,0,0,2.3,73.44,3.0
56,4,0.0,0,0,2.0,75.35,2.6
57,4,0.0,0,0,1.8,76.33,2.4
58,5,0.0,0,0,1.7,76.85,2.1
59,5,0.0,0,0,1.6,75.23,2.4
60,6,0.0,0,0,1.5,73.22,2.6
61,6,3.0029769610000003,21,218,2.0,63.17,4.7
62,7,11.54243898,37,585,2.6,56.21,6.7
63,7,21.30145474,48,738,2.9,49.4,8.6
64,8,31.247737,55,830,3.2,41.64,10.5
65,8,40.9123234,61,891,3.1,37.96,11.9
66,9,49.9198281,66,935,2.9,30.47,13.2
67,9,57.33216775,75,943,2.3,28.75,14.1
68,10,54.23513117,205,595,1.6,24.76,15.0
69,10,54.61004062,276,453,1.4,23.67,15.7
70,11,59.2074027,286,484,1.2,21.7,16.3
71,11,51.41931118,314,318,1.7,21.43,16.5
72,12,65.11847356,265,574,2.3,21.12,16.7
73,12,35.468104,261,157,2.6,21.52,16.4
74,13,9.383127236,97,4,2.9,23.07,16.1
75,13,8.444888772,88,3,2.9,24.28,15.3
76,14,7.31896796,77,1,2.8,27.94,14.5
77,14,6.568383995,69,1,2.6,30.0,13.4
78,15,9.008168491000001,93,6,2.3,35.94,12.4
79,15,20.45636406,164,115,2.2,39.41,11.0
80,16,4.691898815,50,0,2.2,49.02,9.6
81,16,10.41601537,88,75,2.2,49.02,9.6
82,17,10.13484674,83,120,3.1,65.83,6.5
83,17,4.598268042,41,70,3.4,70.53,5.5
84,18,0.7507458909999999,8,9,3.8,76.46,4.5
85,18,0.0,0,0,3.8,79.18,4.0
86,19,0.0,0,0,3.9,79.49,3.4
87,19,0.0,0,0,4.3,80.62,3.2
88,20,0.0,0,0,4.8,78.02,2.9
89,20,0.0,0,0,5.0,79.13,2.7
90,21,0.0,0,0,5.1,74.71,2.5
91,21,0.0,0,0,4.6,75.69,2.3
92,22,0.0,0,0,4.0,72.02,2.0
93,22,0.0,0,0,3.5,73.06,1.8
94,23,0.0,0,0,3.0,71.44,1.6
95,23,0.0,0,0,2.7,71.44,1.6
96,0,0.0,0,0,2.4,70.35,1.5
97,0,0.0,0,0,2.3,70.35,1.5
98,1,0.0,0,0,2.2,67.25,1.5
99,1,0.0,0,0,2.0,67.73,1.4
100,2,0.0,0,0,1.9,64.5,1.3
101,2,0.0,0,0,2.0,64.96,1.2
102,3,0.0,0,0,2.0,61.85,1.2
103,3,0.0,0,0,2.2,61.85,1.2
104,4,0.0,0,0,2.4,59.71,1.2
105,4,0.0,0,0,2.6,59.71,1.2
106,5,0.0,0,0,2.7,58.72,1.1
107,5,0.0,0,0,2.9,58.3,1.2
108,6,0.0,0,0,3.2,57.48,1.2
109,6,0.656919259,7,0,3.9,53.52,2.2
110,7,7.976780287,42,286,4.6,48.62,3.3
111,7,22.14702811,46,768,5.6,45.01,4.4
112,8,32.3755607,52,863,6.6,37.82,5.5
113,8,42.32246231,57,926,6.9,35.79,6.3
114,9,51.42468052,60,968,7.3,30.83,7.0
115,9,59.49465015,62,997,7.4,29.8,7.5
116,10,66.53229519,64,1019,7.4,27.16,8.0
117,10,72.44387317,67,1036,7.4,26.44,8.4
118,11,77.22933355,67,1054,7.4,24.19,8.8
119,11,80.13816024,67,1062,7.3,23.86,9.0
120,12,81.45172152,67,1065,7.2,22.1,9.2
121,12,81.17020636,67,1065,7.1,22.1,9.2
122,13,79.29335143,66,1061,7.1,21.06,9.3
123,13,75.91534002,66,1054,6.9,21.37,9.1
124,14,71.03581651,64,1042,6.7,21.27,9.0
125,14,64.74884413,62,1025,6.5,21.71,8.7
126,15,57.33575972,61,1002,6.2,22.58,8.4
127,15,48.70287321,57,969,5.6,23.52,7.8
128,16,39.31914922,54,924,5.1,25.42,7.2
129,16,29.2782209,48,859,5.1,25.42,7.2
130,17,19.05019791,41,757,2.5,34.4,4.4
131,17,9.196829201,32,566,1.8,39.09,2.6
132,18,1.501552838,13,142,1.1,46.58,0.8
133,18,0.0,0,0,0.9,48.35,0.3
134,19,0.0,0,0,0.7,48.25,-0.1
135,19,0.0,0,0,0.5,49.67,-0.5
136,20,0.0,0,0,0.3,49.46,-0.9
137,20,0.0,0,0,0.3,50.93,-1.3
138,21,0.0,0,0,0.4,51.49,-1.7
139,21,0.0,0,0,0.5,53.03,-2.1
140,22,0.0,0,0,0.5,53.53,-2.4
141,22,0.0,0,0,0.5,53.93,-2.5
142,23,0.0,0,0,0.6,53.39,-2.6
143,23,0.0,0,0,0.7,53.39,-2.6
144,0,0.0,0,0,0.8,52.66,-2.6
145,0,0.0,0,0,1.0,53.05,-2.7
146,1,0.0,0,0,1.1,52.83,-2.8
147,1,0.0,0,0,1.2,53.55,-3.0
148,2,0.0,0,0,1.3,53.6,-3.1
149,2,0.0,0,0,1.4,54.0,-3.2
150,3,0.0,0,0,1.5,53.96,-3.3
151,3,0.0,0,0,1.6,54.37,-3.4
152,4,0.0,0,0,1.7,53.7,-3.4
153,4,0.0,0,0,1.8,53.7,-3.4
154,5,0.0,0,0,1.9,52.92,-3.3
155,5,0.0,0,0,2.2,50.23,-2.6
156,6,0.0,0,0,2.5,48.59,-1.8
157,6,4.12928392,24,343,3.1,41.1,0.5
158,7,12.85676358,37,638,3.7,37.41,2.8
159,7,22.89767416,46,781,3.8,32.47,4.8
160,8,33.12582504,53,868,4.0,32.02,6.8
161,8,42.88461504,58,926,3.8,29.1,8.2
162,9,51.98623887,62,966,3.6,26.25,9.6
163,9,60.1494817,65,995,3.5,24.55,10.6
164,10,67.09267819,67,1016,3.4,21.22,11.6
165,10,72.81602864,69,1031,3.5,20.11,12.4
166,11,77.13176447,70,1041,3.5,18.01,13.2
167,11,79.94635301,71,1047,3.6,17.43,13.7
168,12,81.25957889,73,1049,3.6,16.42,14.2
169,12,80.88397925,71,1049,3.7,16.11,14.5
170,13,78.81939505,71,1042,3.8,15.75,14.8
171,13,75.15992313,71,1029,3.9,15.75,14.8
172,14,67.93473725,103,929,4.0,15.76,14.9
173,14,62.39875633,86,939,4.0,15.97,14.7
174,15,54.8922597,81,911,4.1,16.5,14.5
175,15,45.13393341,83,829,3.9,17.15,13.9
176,16,36.50148832,70,799,3.8,19.4,13.3
177,16,20.08051029,102,359,3.8,19.4,13.3
178,17,12.29276138,68,290,2.3,31.21,9.7
179,17,5.536531878,40,157,2.3,34.8,8.1
180,18,0.938411736,9,25,2.2,37.47,6.5
181,18,0.0,0,0,2.3,39.32,5.8
182,19,0.0,0,0,2.3,42.28,5.1
183,19,0.0,0,0,2.2,44.39,4.4
184,20,0.0,0,0,2.1,46.29,3.8
185,20,0.0,0,0,2.1,47.95,3.3
186,21,0.0,0,0,2.1,49.65,2.8
187,21,0.0,0,0,2.3,51.08,2.4
188,22,0.0,0,0,2.4,52.19,2.0
189,22,0.0,0,0,2.4,53.32,1.7
190,23,0.0,0,0,2.4,54.21,1.3
191,23,0.0,0,0,2.2,56.2,0.8
192,0,0.0,0,0,2.0,56.29,0.4
193,0,0.0,0,0,1.8,57.95,0.0
194,1,0.0,0,0,1.6,57.66,-0.4
195,1,0.0,0,0,1.5,58.43,-0.6
196,2,0.0,0,0,1.4,57.29,-0.8
197,2,0.0,0,0,1.4,57.71,-0.9
198,3,0.0,0,0,1.4,57.26,-1.1
199,3,0.0,0,0,1.3,57.68,-1.2
200,4,0.0,0,0,1.3,57.24,-1.3
201,4,0.0,0,0,1.3,57.66,-1.4
202,5,0.0,0,0,1.2,57.11,-1.4
203,5,0.0,0,0,1.2,55.06,-0.9
204,6,0.0,0,0,1.1,55.24,-0.4
205,6,2.252311931,19,70,1.5,48.17,1.5
206,7,10.22903642,51,356,1.9,43.56,3.4
207,7,22.99146655,49,759,1.6,38.95,5.0
208,8,33.03205679,54,850,1.2,34.31,6.6
209,8,42.79101078,60,909,0.8,31.78,7.7
210,9,51.70517957,62,950,0.4,28.82,8.8
211,9,59.68095293,66,977,0.9,27.31,9.6
212,10,66.5305402,69,995,1.3,25.42,10.4
213,10,71.69126833,79,992,1.6,24.75,10.8
214,11,75.06914339,99,964,2.0,24.16,11.1
215,11,55.08198396,255,443,2.1,24.16,11.1
216,12,36.5962074,308,108,2.3,24.64,11.1
217,12,37.72245186,347,72,2.3,25.44,10.6
218,13,27.49434574,272,28,2.2,27.87,10.2
219,13,28.80829039,281,37,2.0,29.21,9.5
220,14,38.00475634,328,114,1.8,34.11,8.7
221,14,22.61542455,224,27,2.0,36.5,7.7
222,15,12.10549808,127,3,2.2,44.19,6.6
223,15,4.879794657,52,0,2.6,47.73,5.5
224,16,2.627610617,28,0,3.0,56.25,4.5
225,16,2.909140326,31,0,3.0,56.25,4.5
226,17,2.815355878,30,0,3.4,68.91,2.6
227,17,1.970764276,21,0,3.5,72.42,1.9
228,18,0.563080458,6,0,3.5,78.56,1.1
229,18,0.0,0,0,3.8,80.85,0.7
230,19,0.0,0,0,4.2,80.67,0.3
231,19,0.0,0,0,4.5,82.55,0.0
232,20,0.0,0,0,4.9,79.04,-0.4
233,20,0.0,0,0,4.7,80.89,-0.7
234,21,0.0,0,0,4.6,77.26,-1.0
235,21,0.0,0,0,4.3,78.49,-1.2
236,22,0.0,0,0,4.0,74.7,-1.3
237,22,0.0,0,0,3.8,75.25,-1.4
238,23,0.0,0,0,3.7,71.43,-1.5
239,23,0.0,0,0,3.5,74.11,-2.0
240,0,0.0,0,0,3.3,70.2,-2.5
241,0,0.0,0,0,3.2,73.39,-3.1
242,1,0.0,0,0,3.0,69.46,-3.8
243,1,0.0,0,0,2.9,71.58,-4.2
244,2,0.0,0,0,2.8,68.87,-4.7
245,2,0.0,0,0,2.7,70.98,-5.1
246,3,0.0,0,0,2.6,69.66,-5.4
247,3,0.0,0,0,2.8,69.66,-5.4
248,4,0.0,0,0,2.9,67.72,-5.4
249,4,0.0,0,0,3.0,67.2,-5.3
250,5,0.0,0,0,3.1,65.33,-5.3
251,5,0.0,0,0,3.1,64.34,-5.1
252,6,0.093852931,1,0,3.1,62.25,-4.9
253,6,1.313917935,14,0,3.7,55.21,-3.3
254,7,2.533937248,27,0,4.2,55.87,-1.6
255,7,3.472386732,37,0,4.7,51.18,-0.4
256,8,7.695458297,77,13,5.3,49.94,0.8
257,8,24.21235325,85,392,5.2,47.5,1.5
258,9,31.62597006,91,473,5.1,45.94,2.2
259,9,36.22420582,99,487,4.9,44.34,2.7
260,10,37.72547853,179,344,4.7,42.41,3.3
261,10,47.86047132,249,375,4.5,41.18,3.7
262,11,54.24162904,249,450,4.3,40.1,4.1
263,11,53.95997949,325,331,4.0,39.55,4.3
264,12,59.12123888,352,363,3.8,39.55,4.5
265,12,58.83970917,352,360,3.7,39.55,4.5
266,13,59.965762100000006,322,424,3.6,39.73,4.6
267,13,58.65202270000001,278,484,3.7,40.01,4.5
268,14,44.38789956,281,283,3.7,40.62,4.4
269,14,34.15905064,222,228,3.6,41.2,4.2
270,15,28.99771937,200,194,3.6,41.87,4.0
271,15,31.06241847,179,312,3.4,43.07,3.6
272,16,20.551939800000003,131,216,3.2,44.23,3.3
273,16,16.42278294,111,202,3.2,44.23,3.3
274,17,11.26154728,74,204,1.9,52.32,1.6
275,17,6.475467965,38,241,1.5,56.62,0.5
276,18,1.876967864,16,145,1.1,58.06,-0.5
277,18,0.0,0,0,0.9,59.42,-0.8
278,19,0.0,0,0,0.8,58.02,-1.1
279,19,0.0,0,0,0.6,59.75,-1.5
280,20,0.0,0,0,0.4,60.53,-1.9
281,20,0.0,0,0,0.5,63.27,-2.5
282,21,0.0,0,0,0.6,63.32,-3.0
283,21,0.0,0,0,0.7,65.72,-3.5
284,22,0.0,0,0,0.9,64.91,-4.0
285,22,0.0,0,0,1.0,66.39,-4.3
286,23,0.0,0,0,1.2,64.85,-4.6
287,23,0.0,0,0,1.2,65.35,-4.7
288,0,0.0,0,0,1.3,64.38,-4.9
289,0,0.0,0,0,1.3,64.87,-5.0
290,1,0.0,0,0,1.3,63.32,-5.1
291,1,0.0,0,0,1.3,63.8,-5.2
292,2,0.0,0,0,1.4,62.64,-5.4
293,2,0.0,0,0,1.5,63.11,-5.5
294,3,0.0,0,0,1.6,61.2,-5.6
295,3,0.0,0,0,1.7,61.2,-5.6
296,4,0.0,0,0,1.9,59.11,-5.5
