,id,q_0.1,q_0.2,q_0.3,q_0.4,q_0.5,q_0.6,q_0.7,q_0.8,q_0.9
6395,66.csv_Day8_5h30m,3.14,10.21,7.52,7.17,7.95,7.76,8.09,8.7,9.18
6396,66.csv_Day8_6h00m,6.33,16.81,12.68,13.1,14.31,14.33,15.57,15.64,15.89
6397,66.csv_Day8_6h30m,10.73,24.74,20.17,22.04,22.45,22.69,24.19,22.55,24.05
6398,66.csv_Day8_7h00m,10.95,25.89,26.33,30.64,31.63,32.07,31.71,33.92,34.34
6399,66.csv_Day8_7h30m,16.47,31.45,40.18,39.91,39.07,41.14,40.96,43.36,43.01
6400,66.csv_Day8_8h00m,19.41,34.32,42.04,50.41,48.69,49.61,49.04,51.63,54.17
6401,66.csv_Day8_8h30m,20.64,39.19,45.76,59.88,58.3,62.28,63.1,62.4,62.58
6402,66.csv_Day8_9h00m,22.0,42.52,51.5,68.47,63.6,67.94,70.65,69.74,69.86
6403,66.csv_Day8_9h30m,22.67,45.21,54.62,75.15,75.48,80.12,77.83,78.26,79.22
6404,66.csv_Day8_10h00m,22.68,43.49,51.93,73.31,74.66,82.34,80.53,82.81,83.65
6405,66.csv_Day8_10h30m,21.13,40.78,55.44,72.73,77.34,89.15,85.39,84.63,86.24
6406,66.csv_Day8_11h00m,20.13,40.2,56.84,75.29,78.13,89.51,89.46,88.99,88.33
6407,66.csv_Day8_11h30m,20.05,38.89,50.04,73.19,80.29,92.97,94.7,93.09,93.77
6408,66.csv_Day8_12h00m,19.74,37.8,56.62,70.83,82.8,95.77,92.88,93.09,93.28
6409,66.csv_Day8_12h30m,17.09,35.34,54.37,68.76,80.82,97.29,96.76,94.81,94.37
6410,66.csv_Day8_13h00m,15.68,34.27,54.44,65.05,75.48,96.54,93.35,90.8,91.35
6411,66.csv_Day8_13h30m,10.56,31.19,46.62,64.26,77.07,95.64,94.91,92.43,92.07
6412,66.csv_Day8_14h00m,9.52,29.96,46.94,65.07,75.02,89.35,89.49,87.62,88.01
6413,66.csv_Day8_14h30m,6.61,27.13,47.03,62.67,71.42,81.33,83.47,80.62,81.44
6414,66.csv_Day8_15h00m,5.31,26.87,43.23,55.6,65.72,72.93,78.05,75.01,73.85
6415,66.csv_Day8_15h30m,3.98,21.98,39.61,49.98,59.44,65.18,67.05,65.61,65.3
6416,66.csv_Day8_16h00m,1.89,19.25,36.81,39.34,45.48,56.01,54.6,54.24,55.67
6417,66.csv_Day8_16h30m,0.53,16.4,33.79,35.97,38.85,46.98,46.34,46.59,45.59
6418,66.csv_Day8_17h00m,0.0,14.71,27.7,30.19,35.1,40.11,37.47,36.22,39.75
6419,66.csv_Day8_17h30m,0.0,13.52,17.24,18.11,28.67,28.36,30.69,26.64,27.39
6420,66.csv_Day8_18h00m,0.0,8.99,12.2,11.66,19.86,20.8,22.35,20.53,22.86
6421,66.csv_Day8_18h30m,0.0,7.49,5.94,7.08,13.8,12.51,13.59,12.58,15.38
6422,66.csv_Day8_19h00m,0.0,4.54,3.98,3.64,8.18,5.43,6.74,6.35,7.92
6423,66.csv_Day8_19h30m,0.01,0.1,0.33,0.86,4.87,1.09,1.01,0.63,2.31
6424,66.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6425,66.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6426,66.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6427,66.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6428,66.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6429,66.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6430,66.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6431,66.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6432,67.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6433,67.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6434,67.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6435,67.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6436,67.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6437,67.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6438,67.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6439,67.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6440,67.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6441,67.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6442,67.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6443,67.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6444,67.csv_Day7_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6445,67.csv_Day7_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6446,67.csv_Day7_7h00m,0.73,1.03,1.56,1.46,1.76,2.2,2.52,3.86,3.92
6447,67.csv_Day7_7h30m,3.15,5.76,7.03,8.1,8.62,9.17,8.75,9.83,10.43
6448,67.csv_Day7_8h00m,7.55,12.05,15.16,15.9,16.2,17.09,18.22,17.66,19.06
6449,67.csv_Day7_8h30m,11.18,19.39,23.11,23.59,24.19,25.6,25.09,24.97,27.36
6450,67.csv_Day7_9h00m,14.63,24.26,29.08,30.83,32.5,32.87,33.29,34.1,35.67
6451,67.csv_Day7_9h30m,17.42,29.25,34.45,37.32,37.66,39.42,37.14,38.89,39.74
6452,67.csv_Day7_10h00m,24.34,35.45,42.05,46.59,42.91,44.23,43.62,43.55,45.03
6453,67.csv_Day7_10h30m,32.76,36.69,44.54,49.53,46.92,48.08,48.18,49.34,49.11
6454,67.csv_Day7_11h00m,32.48,44.02,46.26,51.2,47.63,45.96,50.89,51.43,52.36
6455,67.csv_Day7_11h30m,42.9,49.1,48.23,54.33,51.2,47.3,50.88,54.67,54.27
6456,67.csv_Day7_12h00m,47.0,49.36,48.6,56.04,51.45,47.1,50.86,55.47,53.99
6457,67.csv_Day7_12h30m,36.07,46.27,46.69,53.01,47.97,45.97,50.71,53.32,52.66
6458,67.csv_Day7_13h00m,34.95,40.52,44.81,49.95,45.77,48.49,49.03,50.78,49.67
6459,67.csv_Day7_13h30m,27.75,35.05,40.41,46.21,43.4,45.48,46.37,47.25,47.05
6460,67.csv_Day7_14h00m,22.13,28.58,35.16,37.23,37.86,40.91,39.58,41.8,41.71
6461,67.csv_Day7_14h30m,17.29,27.49,31.78,31.92,33.23,36.42,35.24,36.64,35.52
6462,67.csv_Day7_15h00m,10.36,20.44,24.01,24.93,24.86,27.58,27.22,27.74,30.99
6463,67.csv_Day7_15h30m,6.63,13.48,15.87,16.97,16.62,17.95,19.19,19.3,21.76
6464,67.csv_Day7_16h00m,4.53,7.99,8.91,8.91,9.76,10.65,10.23,11.06,13.52
6465,67.csv_Day7_16h30m,1.33,2.08,1.88,1.26,1.67,2.11,2.57,4.24,7.03
6466,67.csv_Day7_17h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.08,0.12
6467,67.csv_Day7_17h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.09,0.09
6468,67.csv_Day7_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6469,67.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6470,67.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6471,67.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6472,67.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6473,67.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6474,67.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6475,67.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6476,67.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6477,67.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6478,67.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6479,67.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6480,67.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6481,67.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6482,67.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6483,67.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6484,67.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6485,67.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6486,67.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6487,67.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6488,67.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6489,67.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6490,67.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6491,67.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6492,67.csv_Day8_6h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6493,67.csv_Day8_6h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.1
6494,67.csv_Day8_7h00m,0.53,0.76,0.57,1.44,1.47,1.8,2.06,3.65,4.94
6495,67.csv_Day8_7h30m,3.91,5.71,6.11,7.91,8.05,8.29,8.02,10.18,9.85
6496,67.csv_Day8_8h00m,6.91,10.4,12.27,14.86,15.79,15.51,15.77,16.75,18.16
6497,67.csv_Day8_8h30m,9.79,18.29,21.85,23.7,24.69,24.47,24.54,25.07,26.48
6498,67.csv_Day8_9h00m,13.4,23.08,28.64,31.48,30.34,32.13,32.18,33.33,35.72
6499,67.csv_Day8_9h30m,16.03,25.53,31.84,37.13,37.22,36.82,39.52,37.72,40.58
6500,67.csv_Day8_10h00m,19.38,30.81,39.35,40.49,41.78,41.84,43.56,43.63,45.41
6501,67.csv_Day8_10h30m,20.16,34.81,42.02,44.1,45.3,46.35,46.45,48.34,48.34
6502,67.csv_Day8_11h00m,18.24,38.32,44.61,46.16,46.82,48.29,48.99,49.6,50.66
6503,67.csv_Day8_11h30m,20.86,39.32,43.37,45.94,48.31,49.68,51.45,52.5,53.81
6504,67.csv_Day8_12h00m,20.07,40.92,40.03,45.49,48.11,50.08,50.82,50.12,53.0
6505,67.csv_Day8_12h30m,19.1,40.9,40.25,44.88,48.67,49.88,49.76,49.54,52.02
6506,67.csv_Day8_13h00m,21.47,35.64,41.12,43.26,45.31,45.35,46.19,48.42,49.92
6507,67.csv_Day8_13h30m,17.77,31.42,37.28,38.76,40.57,41.77,42.74,44.32,45.77
6508,67.csv_Day8_14h00m,18.77,28.59,32.88,35.14,36.57,37.21,38.3,38.47,42.13
6509,67.csv_Day8_14h30m,12.31,23.77,26.8,29.4,31.65,31.45,32.92,32.98,37.87
6510,67.csv_Day8_15h00m,8.4,20.37,20.74,24.05,23.88,25.82,27.15,26.85,30.36
6511,67.csv_Day8_15h30m,5.82,11.24,13.43,15.44,15.43,16.19,17.35,17.02,21.04
6512,67.csv_Day8_16h00m,2.86,4.85,6.46,8.87,8.61,8.79,9.29,10.28,12.69
6513,67.csv_Day8_16h30m,0.6,0.35,0.44,1.81,1.7,1.9,2.13,4.01,6.59
6514,67.csv_Day8_17h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.06,0.28
6515,67.csv_Day8_17h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6516,67.csv_Day8_18h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6517,67.csv_Day8_18h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6518,67.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6519,67.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6520,67.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6521,67.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6522,67.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6523,67.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6524,67.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6525,67.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6526,67.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6527,67.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6528,68.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6529,68.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6530,68.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6531,68.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6532,68.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6533,68.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6534,68.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6535,68.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6536,68.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6537,68.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6538,68.csv_Day7_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6539,68.csv_Day7_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.2
6540,68.csv_Day7_6h00m,1.52,2.33,2.6,2.86,3.09,4.77,4.19,4.31,5.23
6541,68.csv_Day7_6h30m,3.93,6.86,9.18,10.16,11.78,11.77,11.37,13.46,13.69
6542,68.csv_Day7_7h00m,7.1,12.42,15.98,18.6,19.71,20.22,21.62,21.73,23.61
6543,68.csv_Day7_7h30m,10.59,17.49,24.21,26.75,29.23,29.93,31.95,34.53,34.87
6544,68.csv_Day7_8h00m,19.36,28.8,35.69,37.61,40.5,41.08,41.45,43.6,44.24
6545,68.csv_Day7_8h30m,23.22,32.09,43.07,46.63,49.23,50.02,50.72,50.78,52.31
6546,68.csv_Day7_9h00m,24.85,38.57,49.15,54.7,57.32,58.97,58.82,59.34,60.77
6547,68.csv_Day7_9h30m,24.85,39.56,50.4,59.09,64.04,66.51,67.13,68.82,68.85
6548,68.csv_Day7_10h00m,22.96,37.69,51.61,60.65,66.81,70.44,70.53,72.28,75.1
6549,68.csv_Day7_10h30m,25.52,41.48,55.1,66.26,72.72,77.08,77.82,76.63,80.37
6550,68.csv_Day7_11h00m,24.13,37.41,52.72,65.93,72.58,76.1,78.43,80.08,85.17
6551,68.csv_Day7_11h30m,22.27,35.57,50.37,61.06,68.3,75.14,79.06,81.75,87.39
6552,68.csv_Day7_12h00m,22.26,35.24,50.33,60.53,68.09,75.39,80.8,83.58,89.34
6553,68.csv_Day7_12h30m,19.5,34.24,47.65,59.69,68.4,75.16,78.71,82.67,86.56
6554,68.csv_Day7_13h00m,12.18,27.1,41.93,57.56,66.89,72.3,75.77,80.39,83.91
6555,68.csv_Day7_13h30m,9.91,23.66,36.09,50.07,59.34,67.33,71.59,75.82,80.51
6556,68.csv_Day7_14h00m,8.9,19.53,30.32,42.62,49.44,57.52,62.54,67.35,70.62
6557,68.csv_Day7_14h30m,4.86,15.51,26.73,37.93,43.26,48.99,51.57,54.28,61.07
6558,68.csv_Day7_15h00m,4.61,12.27,24.38,33.92,40.95,45.74,48.04,50.05,55.69
6559,68.csv_Day7_15h30m,3.66,9.73,21.84,29.84,36.91,40.47,42.93,43.06,47.79
6560,68.csv_Day7_16h00m,2.13,8.62,17.68,24.05,28.18,31.05,31.75,34.42,38.61
6561,68.csv_Day7_16h30m,1.93,6.1,13.19,18.23,21.94,22.93,25.49,27.99,29.94
6562,68.csv_Day7_17h00m,1.28,4.62,8.59,9.92,11.79,13.56,16.39,18.87,21.8
6563,68.csv_Day7_17h30m,0.74,2.74,3.86,4.71,6.51,8.31,9.21,10.68,15.06
6564,68.csv_Day7_18h00m,0.04,0.74,0.41,0.79,1.14,1.37,2.38,4.59,3.62
6565,68.csv_Day7_18h30m,0.0,0.0,0.0,0.0,0.18,0.27,0.0,0.3,0.33
6566,68.csv_Day7_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6567,68.csv_Day7_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6568,68.csv_Day7_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6569,68.csv_Day7_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6570,68.csv_Day7_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6571,68.csv_Day7_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6572,68.csv_Day7_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6573,68.csv_Day7_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6574,68.csv_Day7_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6575,68.csv_Day7_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6576,68.csv_Day8_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6577,68.csv_Day8_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6578,68.csv_Day8_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6579,68.csv_Day8_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6580,68.csv_Day8_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6581,68.csv_Day8_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6582,68.csv_Day8_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6583,68.csv_Day8_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6584,68.csv_Day8_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6585,68.csv_Day8_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6586,68.csv_Day8_5h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6587,68.csv_Day8_5h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.11
6588,68.csv_Day8_6h00m,1.87,2.69,2.69,3.0,2.87,3.98,3.75,4.93,6.41
6589,68.csv_Day8_6h30m,6.46,9.36,10.37,12.57,11.5,12.38,12.47,13.4,14.17
6590,68.csv_Day8_7h00m,10.42,14.71,17.8,19.66,21.0,20.64,21.65,23.31,24.27
6591,68.csv_Day8_7h30m,15.11,21.59,27.02,30.24,30.56,31.82,32.59,34.39,36.09
6592,68.csv_Day8_8h00m,23.95,32.8,40.1,41.23,40.4,42.83,43.17,43.88,44.33
6593,68.csv_Day8_8h30m,28.23,41.15,48.43,49.64,48.77,51.37,50.1,51.78,53.29
6594,68.csv_Day8_9h00m,29.44,43.54,54.08,57.47,58.3,61.33,59.67,60.47,59.91
6595,68.csv_Day8_9h30m,31.76,48.22,60.36,65.44,66.89,67.52,68.6,69.64,70.47
6596,68.csv_Day8_10h00m,30.22,47.08,61.18,67.89,71.76,72.97,73.36,74.58,77.43
6597,68.csv_Day8_10h30m,30.43,50.27,63.19,71.3,74.61,78.83,78.7,79.12,80.52
6598,68.csv_Day8_11h00m,26.66,43.3,60.34,66.29,73.75,79.13,80.65,81.12,84.11
6599,68.csv_Day8_11h30m,24.09,42.27,57.4,66.45,75.33,79.7,81.84,83.57,87.75
6600,68.csv_Day8_12h00m,23.03,40.4,56.23,65.58,75.32,79.22,83.05,85.77,88.52
6601,68.csv_Day8_12h30m,20.99,37.28,51.59,62.37,72.78,80.57,84.11,85.65,88.09
6602,68.csv_Day8_13h00m,16.29,32.87,48.26,58.74,70.29,77.87,82.47,83.74,86.13
6603,68.csv_Day8_13h30m,13.71,30.81,39.54,50.63,64.4,72.6,77.51,80.9,82.84
6604,68.csv_Day8_14h00m,11.78,27.22,35.89,46.28,54.11,62.41,67.51,68.73,72.06
6605,68.csv_Day8_14h30m,8.21,21.03,29.41,37.74,45.84,51.28,57.44,57.56,60.51
6606,68.csv_Day8_15h00m,6.46,17.06,25.02,33.14,41.08,48.21,52.75,52.13,56.24
6607,68.csv_Day8_15h30m,5.45,14.0,21.58,27.6,36.92,41.75,44.03,44.87,49.61
6608,68.csv_Day8_16h00m,4.96,12.57,20.05,23.97,29.85,33.99,34.21,36.68,38.67
6609,68.csv_Day8_16h30m,3.36,8.18,14.88,16.86,19.88,23.37,26.03,27.59,29.36
6610,68.csv_Day8_17h00m,1.92,4.26,7.77,9.8,12.36,14.21,16.79,17.98,21.23
6611,68.csv_Day8_17h30m,0.66,3.07,4.4,5.72,7.24,8.51,11.1,11.63,13.19
6612,68.csv_Day8_18h00m,0.0,0.61,0.96,0.62,1.4,1.45,2.24,3.22,4.29
6613,68.csv_Day8_18h30m,0.0,0.0,0.0,0.06,0.02,0.04,0.0,0.18,0.12
6614,68.csv_Day8_19h00m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6615,68.csv_Day8_19h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6616,68.csv_Day8_20h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6617,68.csv_Day8_20h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6618,68.csv_Day8_21h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6619,68.csv_Day8_21h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6620,68.csv_Day8_22h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6621,68.csv_Day8_22h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6622,68.csv_Day8_23h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6623,68.csv_Day8_23h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6624,69.csv_Day7_0h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6625,69.csv_Day7_0h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6626,69.csv_Day7_1h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6627,69.csv_Day7_1h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6628,69.csv_Day7_2h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6629,69.csv_Day7_2h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6630,69.csv_Day7_3h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6631,69.csv_Day7_3h30m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6632,69.csv_Day7_4h00m,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6633,69.csv_Day7_4h30m,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.05,0.09
6634,69.csv_Day7_5h00m,0.0,1.21,0.97,1.25,1.36,1.7,1.8,2.19,2.07
6635,69.csv_Day7_5h30m,1.97,4.06,6.35,6.8,7.18,7.68,7.85,8.22,9.32
6636,69.csv_Day7_6h00m,4.82,8.67,11.74,12.89,14.14,15.16,14.28,15.1,15.46
6637,69.csv_Day7_6h30m,9.02,14.13,20.59,22.48,23.21,24.22,25.48,25.52,26.92
6638,69.csv_Day7_7h00m,12.59,17.71,28.08,30.03,32.77,34.52,35.89,34.99,36.44
6639,69.csv_Day7_7h30m,16.04,24.66,35.69,39.02,40.27,42.68,44.59,45.52,45.74
6640,69.csv_Day7_8h00m,17.83,29.75,43.11,46.31,49.72,51.07,53.63,52.68,54.51
6641,69.csv_Day7_8h30m,16.25,30.11,45.98,53.05,55.12,57.05,59.76,60.88,62.69
6642,69.csv_Day7_9h00m,16.68,36.22,49.46,58.49,62.88,65.78,66.88,69.2,69.12
6643,69.csv_Day7_9h30m,15.88,33.63,47.18,59.31,66.32,68.45,70.59,74.29,76.1
6644,69.csv_Day7_10h00m,18.82,38.53,50.65,60.71,71.32,74.71,75.46,78.69,80.64
6645,69.csv_Day7_10h30m,14.31,34.72,44.8,56.27,66.83,73.66,77.21,81.21,86.49
6646,69.csv_Day7_11h00m,14.99,35.05,46.92,57.75,68.09,75.17,81.15,85.82,89.13
6647,69.csv_Day7_11h30m,16.62,35.09,48.73,57.36,69.85,77.81,83.12,87.48,90.81
6648,69.csv_Day7_12h00m,13.49,33.28,43.04,50.68,64.09,71.43,75.94,84.03,90.8
6649,69.csv_Day7_12h30m,12.47,32.23,39.85,45.26,59.8,70.85,75.75,83.5,88.79
6650,69.csv_Day7_13h00m,11.19,30.65,38.56,45.92,59.94,70.99,75.01,81.43,87.15
6651,69.csv_Day7_13h30m,8.97,28.24,31.98,41.63,54.44,61.7,71.9,78.67,84.14
6652,69.csv_Day7_14h00m,10.04,26.04,32.69,43.27,56.77,64.73,69.92,76.67,81.47
6653,69.csv_Day7_14h30m,5.62,20.14,25.87,39.45,48.5,56.16,61.49,68.57,73.7
6654,69.csv_Day7_15h00m,4.97,15.17,22.2,33.41,44.52,53.45,58.69,64.44,68.5
6655,69.csv_Day7_15h30m,2.2,11.83,19.73,31.14,37.18,45.27,50.58,55.85,59.9
6656,69.csv_Day7_16h00m,2.45,10.31,16.16,27.01,31.93,37.9,42.31,47.15,50.71
6657,69.csv_Day7_16h30m,2.35,9.14,16.25,24.96,30.36,34.43,39.99,42.57,44.74
